,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Opportunity Unique Identifier,Bridge Name,Bridge Opportunity: Country,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Current crossing method,Current crossing method URL,Notes on social information,Width of River During Flooding (m),High water line URL,Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
247,Cote d'Ivoire,1043510,Saminikro Somolo N?zué 2,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Saminikro,7.697529,-4.78948,,La communauté traverse pour aller aux champs,No,0,0,90,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Ls6RNQAZ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Ls6RNQAZ,"Bouaké, Brobo, Saminikro et Saminikro. En bordure du site en présence du membre GSC de Saminikro",52,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Ls6RwQAJ,,,Feme - Farms,,11/27/22,olgaakaaya taroworks,POINT (-4.78948 7.697529)
248,Cote d'Ivoire,1043511,Tanou-Broukro  Gbandan,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Tanou-Broukro (Bassin de Saminikro),7.714942,-4.738088,,La traversée se fait pour accéder à Sarakakro,No,0,0,120,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Ls6SGQAZ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Ls6SGQAZ,,17,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Ls6SaQAJ,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/27/22,olgaakaaya taroworks,POINT (-4.738088 7.714942)
249,Cote d'Ivoire,1043448,Ahouzankro Doumo,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Ahouzankro Bassin de Mamini),7.745618,-4.756953,,En saison de pluie cette eau est très dangereuse. Cet site est emprunté par les véhicules,No,0,0,,,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Lrva1QAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lrva1QAB,"Bouaké, Brobo, Mamini et Takassou. En bordure du site en présence d?un membre de la communauté, la traversée se fait à pied",46,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvaQQAR,,,Feme - Farms,,11/23/22,olgaakaaya taroworks,POINT (-4.756953 7.745618)
250,Cote d'Ivoire,1043612,Kpékékro Ablo N?zué bo,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kpékékro (Bassin de Mamini),7.769585,-4.771521,,La traversée mène à Ndrikro,No,0,0,120,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsObaQAF"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsObaQAF,"Bouaké, Brobo, Mamini et Kpékékro. En bordure du site, en présence d?un Notable du  chef.la communauté traverse pour des visites familiales et des funérailles. La traversée se fait à pied",14,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsObpQAF,,,Feme - Farms,"Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/1/22,olgaakaaya taroworks,POINT (-4.771521 7.769585)
251,Cote d'Ivoire,1043285,Kpékékro Anoumangni,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kpékékro (Bassin de Mamini),7.764035,-4.768284,,Cette rivière est la dérivée de la rivière Fêtê .elle est traversée pour accéder au village Alloukro et Andokrokandjénou,No,0,0,120,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrX8TQAV"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrX8TQAV,"Bouaké, Brobo, Mamini et Kpékékro,en bordure du site en présence du membre GSC. La traversée se fait pour des visites familiales et des funérailles",11,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrX8xQAF,,,Feme - Farms,"Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/18/22,olgaakaaya taroworks,POINT (-4.768284 7.764035)
252,Cote d'Ivoire,1043281,Mamini Sapénou,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Mamini,7.724125,-4.81543,,Cette rivière est traversée pour accéder au village de Abouhokro,No,0,0,120,4,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrX3TQAV"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrX3TQAV,"Bouaké, Brobo, Mamini et Mamini,.en bordure du site  en présence du membre GSC de Mamini et un membre de la communauté.",56,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrX3EQAV,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/18/22,olgaakaaya taroworks,POINT (-4.81543 7.724125)
253,Cote d'Ivoire,1043609,Assouakro  N?goloba2,Cote d'Ivoire,Gbeke,Bouaké,Djébonoua,Assouakro,7.429699,-5.092204,,La traversée mène au site  du collège,No,0,0,120,30,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsOZFQA3"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOZFQA3,,17,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOZPQA3,,École Primaire - Primary,Feme - Farms,,12/1/22,olgaakaaya taroworks,POINT (-5.092204 7.429699)
254,Cote d'Ivoire,1043450,Ahouzankro Diclo,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Ahouzankro (Bassin de Mamini),7.762553,-4.743345,,La traversée se fait pour avoir accès au champ et à  un village nommé Fêtêkro,No,0,1 adulte noyé mais  sauver par la communauté. Cela s?est produit en saison pluvieuse,120,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrvcvQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvcvQAB,"Bouaké, Brobo, Mamini et Ahouzankro. En bordure du site en présence d?un membre de la communauté",15,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvdPQAR,,,Feme - Farms,,11/23/22,olgaakaaya taroworks,POINT (-4.743345 7.762553)
255,Cote d'Ivoire,1043715,Gbéhéké Adjoba N?glo,Cote d'Ivoire,Gbeke,Botro,Languibonou,Béhéké (Bassin de  Languibonou),7.742316,-5.25594,,La traversée mène au village de Adjonou et aux champs,No,0,0,120,14,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Lsc7pQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lsc7pQAB,"Botro, Languibonou, Languibonou et Gbéhéké. En bordure du site, en présence d?un membre de la communauté",19,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lsc8JQAR,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,olgaakaaya taroworks,POINT (-5.25594 7.742316)
256,Cote d'Ivoire,1043611,Kpékékro trêkê,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kpékékro (Mamini),7.758099,-4.781229,,La traversée mène à Alloukro  en  5km,No,0,0,120,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsOb6QAF"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOb6QAF,"Bouaké, Brobo, Mamini et Kpékékro. En bordure du site en présence du Notable de la chefferie de Kpékékro",13,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOawQAF,,,Feme - Farms,"Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/1/22,olgaakaaya taroworks,POINT (-4.781229 7.758099)
257,Cote d'Ivoire,1043232,Zougban Assaradjo,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Zougban (Saminikro),7.702585,-4.756053,,,No,0,0,90,14,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrILeQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrILeQAN,"Bouaké, Brobo,Saminikro et Zougban, en bordure du site, en présence du membre GSC de Zougban",56,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrISPQA3,,,Feme - Farms,"Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/15/22,olgaakaaya taroworks,POINT (-4.756053 7.702585)
258,Cote d'Ivoire,1043446,Takassou  N?doulissou),Cote d'Ivoire,Gbeke,Bouaké,Brobo,Takassou (Bassin de Mamini.),7.721081,-4.785195,,Cette traversée donne accès au village de Mamini,No,0,0,90,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrvXCQAZ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvXCQAZ,"Bouaké, Brobo, Mamini et Takassou. En bordure du site en présence d?un membre de la  communauté, la traversée se fait à pied. Il s'agit site où il y a une retenue d?eau durant la saison pluvieuse",41,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvXlQAJ,Hôpital - Hospital,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court)",11/23/22,olgaakaaya taroworks,POINT (-4.785195 7.721081)
259,Cote d'Ivoire,1043513,Saminikro Akpêliè,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Saminikro,7.701832,-4.783458,,On traverse pour accéder au village de Djémékro,No,0,0,120,30,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Ls6UqQAJ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Ls6UqQAJ,"Bouaké, Brobo, Saminikro et Saminikro, en bordure du site en présence du membre GSC",22,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Ls6UlQAJ,,,Marché hebdomadaire - Market (weekly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/27/22,olgaakaaya taroworks,POINT (-4.783458 7.701832)
260,Cote d'Ivoire,1043606,Gomo Gomoba 2,Cote d'Ivoire,Gbeke,Bouaké,Djébonoua,Gomo(Bassin  de Assouakro),7.425292,-5.073075,,La traversée mène au village de Assouakro.,No,0,0,120,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsOWpQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOWpQAN,"Bouaké, Djébonoua,Assouakro et Gomo.en bordure du site en présence d?un membre du GSC de Assouakro",26,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOWQQA3,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché hebdomadaire - Market (weekly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/1/22,olgaakaaya taroworks,POINT (-5.073075 7.425292)
261,Cote d'Ivoire,1043607,Gomo Gomoba1,Cote d'Ivoire,Gbeke,Bouaké,Djébonoua,Gomo( Bassin Assouakro),7.422673,-5.074986,,La traversée mène au village de Gomo,No,0,0,120,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsOXsQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOXsQAN,"Bouaké, Djébonoua, Assouakro  et Gomo,En bordure du site  en présence du membre GSC de Assouakro",13,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOXOQA3,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché hebdomadaire - Market (weekly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/1/22,olgaakaaya taroworks,POINT (-5.074986 7.422673)
262,Cote d'Ivoire,1043288,Mamini Fêtê,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kpékékro (Bassin de Mamini),7.75842,-4.779754,,,No,0,0,120,4,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrXEmQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrXEmQAN,"Bouaké, Brobo, Mamini et Kpékékro,.en bordure du site en présence du membre GSC de Kpékékro. Il y a des roches qui servent aussi pour la traversée",12,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrXGYQA3,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/18/22,olgaakaaya taroworks,POINT (-4.779754 7.75842)
263,Cote d'Ivoire,1043711,Plongo Yaha N?gblé,Cote d'Ivoire,Gbeke,Bouaké,Djébonoua,Plongo (Bassin de Kondoukro),7.434155,-5.048253,,Ce site  sert de frontière entre le village de Plongo et Bossi,No,0,0,120,2,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Lsc4lQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lsc4lQAB,"Bouaké, Djébonoua, Kondoukro et plongo. En bordure du site en présence d?un membre du GSC de Kondoukro",14,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lsc4qQAB,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,olgaakaaya taroworks,POINT (-5.048253 7.434155)
264,Cote d'Ivoire,1043234,Zougban Fêtêssou,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Zougban (Bassin de Saminikro),7.678219,-4.741178,,La rivière Fêtêssou  est l?élargissement de la rivière  N?zuéblé Djôma. D?où la même rivière mais de nom différent. Cette rivière est visible uniquement en saison de pluie .sol très glissant en ce moment,No,0,0,60,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrIXPQA3"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrIXPQA3,"Bouaké, Brobo, Saminikro et Zougban, Sur le site  en présence du membre GSC de Zougban. La traversée se fait à pied car iln?y à plus d?eau actuellement",40,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrIWWQA3,,,Feme - Farms,"Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/15/22,olgaakaaya taroworks,POINT (-4.741178 7.678219)
265,Cote d'Ivoire,1043300,Ahouzankro Touglonou 2,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Ahouzankro (Bassin de Mamini),7.735205,-4.765171,,Cette piste est emprunter par les véhicules,No,0,0,120,30,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Lrd6NQAR"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lrd6NQAR,"Bouaké, Brobo, Mamini et Ahouzankro. En bordure du site en présence du membre de la communauté. Le village après la traversée est  Bokassi. Les véhicules traversent pour aller chercher de l?anarcade.",22,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lrd6hQAB,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/19/22,olgaakaaya taroworks,POINT (-4.765171 7.735205)
266,Cote d'Ivoire,1043444,Bobokro  Adjémé,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Bobokro,7.723884,-4.770929,,Cette traversée est utilisée pour accéder au village de Tanou-Broukro. En 4km,No,0,0,120,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrvVVQAZ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvVVQAZ,,14,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrvT7QAJ,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/23/22,olgaakaaya taroworks,POINT (-4.770929 7.723884)
267,Cote d'Ivoire,1043301,Ahouzankro Touglonou,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Ahouzankro (Bassin de Mamini),7.737147,-4.76662,,On traverse pour accéder au village de Bokassi,No,0,0,120,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Lrd7fQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lrd7fQAB,"Bouaké, Brobo, Mamini et Ahouzankro, en bordure du site  en présence d?un membre de la communauté",25,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lrd7pQAB,,,Feme - Farms,"Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/19/22,olgaakaaya taroworks,POINT (-4.76662 7.737147)
268,Cote d'Ivoire,1043710,Plongo Ahoussandjabo,Cote d'Ivoire,Gbeke,Bouaké,Djébonoua,Plongo (Bassin de  Kondoukro),7.432462,-5.059464,,,No,0,0,120,30,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000Lsc3sQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lsc3sQAB,"Bouaké, Djébonoua, Kondoukro et plongo. En bordure du site en présence d?un membre du GSC",34,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Lsc42QAB,,,Feme - Farms,,12/4/22,olgaakaaya taroworks,POINT (-5.059464 7.432462)
269,Cote d'Ivoire,1043616,Kpékékro Patra N?zué,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kpékékro (Mamini),7.759713,-4.766669,,La traversée mène à Fêtêkro,No,0,0,0,120,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsOeyQAF"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOeyQAF,"Bouaké, Brobo, Mamini et Kpékékro, en présence d?un membre de la communauté. La traversée se fait à pied",24,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOdmQAF,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/1/22,olgaakaaya taroworks,POINT (-4.766669 7.759713)
