,Opportunity Unique Identifier,Bridge Name,Country,Level 1 Government,Level 2 Government,Level 3 Government,Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Notes on social information,Width of River During Flooding (m),Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
142,1043462,Camp Niré,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino1,5.115662,-7.412929,,Site inondable dans un ravin entre deux champs de palmiers à huile surchaque côté des deux rives. Passage fermé par la broussaille et sous une moyenne tension a été abandonné à cause de la route vehiculaire qui est à 300m,No,0,5,120,3,Visite de famille. Nous sommes accompagnés par le Chef du village de Mahino1,20,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/23/22,armanddonsihi taroworks,POINT (-7.412929 5.115662)
143,1043240,Lobikro 2,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Hannié,5.189872,-7.344136,,Site inondable et situé dans un bas fond au milieu d'une plantation de palmiers,No,0,10,90,5,Visite de famille,19,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/15/22,armanddonsihi taroworks,POINT (-7.344136 5.189872)
144,1043313,Grande école,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Hannié,5.194659,-7.355995,,Site inondable situé dans un bas fond  avec un passage vehiculaire. Passage à 156m d une école primaire publique,No,0,7,90,7,Visite de famille.  Nous sommes accompagnés par le président du GSC de Hannié,36,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,armanddonsihi taroworks,POINT (-7.355995 5.194659)
145,1043460,Gnato2,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino3,5.087179,-7.400994,,Site très inondable et situé dans un bas fond entouré d un champ de palmiers sur la rive gauche et champ d hévéa sur la rive droite,No,0,20,120,3,Visite de famille,72,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/23/22,armanddonsihi taroworks,POINT (-7.400994 5.087179)
146,1043418,Palmeraie 2,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino1,5.122521,-7.419933,,Site inondable situé dans un bas  fond,No,0,30,120,4,Visite de famille,14,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/21/22,armanddonsihi taroworks,POINT (-7.419933 5.122521)
147,1043311,Konankro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Hannié,5.197225,-7.348598,,Site très inondable et situé dans un bas fond non loin d un cours d eau et de la route nationale qui est tout le temps inondée,No,0,3,90,3,Visite de famille. Nous sommes accompagnés par le Secrétaire général adjoint du GSC de Hannié,34,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,armanddonsihi taroworks,POINT (-7.348598 5.197225)
148,1043490,Boukary,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino1,5.145366,-7.400026,,Site très inondable et situé un bas fond.  Entouré par un champ de cacaoyers sur la rive gauche et des bambous de Chine sur la rive droite . A 55 m sur la rive gauche nous trouvons une autre. traversée entre deux champs de cacaoyers. C'est une presqu'île,No,1,5,120,5,Visite de famille. Accompagnés par le chef du campement Boukary,41,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/25/22,armanddonsihi taroworks,POINT (-7.400026 5.145366)
149,1043420,Mahino3,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino 3,5.100999,-7.409752,,Site très inondable et situé dans un bas fond entouré de champ de palmiers à huile,No,1,20,120,10,Visite de famille. Nous sommes accompagnés par le chargé suivi des travaux du GSC de Mahino,130,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/21/22,armanddonsihi taroworks,POINT (-7.409752 5.100999)
150,1043657,Debablai1,Cote d'Ivoire,San Pedro,Tabou,Grabo,Debablai,4.850071,-7.4807,,Site très inondable situé dans un bas fond entouré de champs de palmiers et broussaille sur la rive gauche et de broussaille et bas fond sur la rive droite. Passage vehiculaire,No,1,10,180,7,Visite de famille,90,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/2/22,armanddonsihi taroworks,POINT (-7.4807 4.850071)
151,1043605,Klaplonouplou,Cote d'Ivoire,San Pedro,Tabou,Grabo,Nouin,4.95995,-7.507921,,Site très inondable situé dans un bas fond entouré d une palmeraie sur la rive droite et d une palmeraie dans un grand bas fond qui s étend sur 160m sur la rive gauche,No,0,20,180,7,Visite de famille,41,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/30/22,armanddonsihi taroworks,POINT (-7.507921 4.95995)
152,1043654,Michelkro,Cote d'Ivoire,San Pedro,Tabou,Grabo,Debablai,4.859847,-7.473848,,Site inondable situé dans un bas fond entouré de champs de cacaoyers sur la rive gauche et de cacaoyers et hévéa sur la rive droite. Le bas fond est long de  65m.,No,0,4,180,7,Pont de pierres. Visite de famille,28,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/2/22,armanddonsihi taroworks,POINT (-7.473848 4.859847)
153,1043456,YIO,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino1,5.098046,-7.377573,,Site inondable situé dans un bas fond entre deux champs de cacaoyers,No,0,17,120,3,Visite de famille,17,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/23/22,armanddonsihi taroworks,POINT (-7.377573 5.098046)
154,1043458,Gnonlo,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino3,5.107634,-7.410358,,Site très inondable et situé dans un bas fond.  Entouré de champ de palmiers à huile sur la rive droite et un champ de cacaoyers sur la rive gauche,No,1,5,120,4,Visite de famille.  Accompagné par le président du GSC de Mahino,23,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/23/22,armanddonsihi taroworks,POINT (-7.410358 5.107634)
155,1043417,N'zouekro2,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino1,5.128918,-7.435075,,Site inondable situé dans un grand bas fond. Le bas fond a largeur de 148m selon nos mesures prises. Sur la rive gauche nous avons un champ de cacaoyers et sur la rive droite un champ d hevea sur une colline,No,0,21,120,4,Visite de famille,71,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/21/22,armanddonsihi taroworks,POINT (-7.435075 5.128918)
156,1043604,Gapet - Niplié,Cote d'Ivoire,San Pedro,Tabou,Grabo,Nouin,4.957585,-7.519649,,Site inondable situé dans un bas fond et entouré par la rive gauche d un champ d hévéa et sur la rive droite par une palmeraie,No,0,15,180,7,Pont vehiculaire sommaire construit par PalmCI. Nous sommes accompagnés par le chargé des relations extérieures et Secrétaire chargé de la communication du GSC de Gbapet,62,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/30/22,armanddonsihi taroworks,POINT (-7.519649 4.957585)
157,1043652,Sidikikro,Cote d'Ivoire,San Pedro,Tabou,Grabo,Debablai,4.866766,-7.467556,,Site inondable en saison pluvieuse situédansunbasfond. Délimité sur la rive gauche par un champ d hévéa et sur la rive droite par un champ de cacaoyers,No,0,5,180,7,Visite de famille. Nous sommes accompagnés par le Président du GSC de Siahé,16,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/2/22,armanddonsihi taroworks,POINT (-7.467556 4.866766)
158,1043421,École Excellence Mahino 3,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino 3,5.104484,-7.413664,,Site inondable et situé dans un bas fond à proximité d une école primaire privée,No,0,5,120,3,Visite de famille. Nous sommes accompagnés par le Directeur de l'école primaire privée,13,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/21/22,armanddonsihi taroworks,POINT (-7.413664 5.104484)
159,1043647,Camarakaha,Cote d'Ivoire,San Pedro,Tabou,Grabo,Siahé,4.857031,-7.507852,,Site très inondable à la descente d une côte entre une palmeraie et forêt sur la rive gauche et des champs de palmiers à huile et cacaoyers sur la rive droite. Pont à passage vehiculaire,No,0,10,,180,Visite de famille. Nous sommes accompagnés par le Chef du village de Siahé,53,,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/2/22,armanddonsihi taroworks,POINT (-7.507852 4.857031)
160,1042767,Pont Patricekro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.313166,-7.353512,,Pont précaire dans une zone boueuse et facilement inondable,No,0,15,60,5,Visite de famille,92,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.353512 5.313166)
161,1042472,Pont Manassé,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.514447,-7.331273,,Site dans un bas fond et inondable,No,0,4,30,3,Membre de la communauté,44,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/22/22,armanddonsihi taroworks,POINT (-7.331273 5.514447)
162,1042582,Pont de Desirekro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,PARA,5.51273,-7.340477,,Pendant les fortes pluies les eaux emportent le pont. Site dans un bas fond,No,1,12,40,7,Secrétaire du Chef du village,27,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/24/22,armanddonsihi taroworks,POINT (-7.340477 5.51273)
163,1042611,Pont quartier Eugène,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.366911,-7.282832,,Site inondable et situé dans un bas fond,No,0,5,35,15,Secrétaire du chef,28,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.282832 5.366911)
164,1042608,Pont quartier Boss - Américain,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.513838,-7.321815,,Site inondable et situé dans un bas fond,No,0,15,30,5,Visite de famille,40,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.321815 5.513838)
165,1042766,Pont Konanbakro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.31254,-7.343405,,Pont précaire et dangereux pour la traversée.  Site inondable,No,0,20,30,5,Secrétaire général du GSC de DJOUROUTOU,175,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.343405 5.31254)
