,Niveau,Dren,IEP,Region,Departemen,Sou_pref,Commune,Localite,Nat_loc,Nom_Etab,CoordX,CoordY,Statut,Fonctionne,Regime_eta,Milieu,Ordre_ense,Type_conf,Ecole_pt_e,Ecole_elec,Localite_e,Eligi_cart,Coges,TCP1,TFCP1,TCP2,TFCP2,TCE1,TFCE1,TCE2,TFCE2,TCM1,TFCM1,TCM2,TFCM2,Aire_total,Aire_inf_3,Aire__3_5,Aire_sup_5,Aire,Densite,CE2_18_19,CM1_18_19,CM2_18_19,CM1_19_20,CM2_19_20,CM2_20_21,Dens_class,densite_pr,Clas_prj_d,Ponde,geometry
62,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,TAKI 1,Un village,EPP TAKI 1,754187,519544,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,6,2,13,7,18,10,0,0,0,0,0,0,37,37,0,0,37,0.471338,15.271581,0.0,0.0,12.57304,0.0,11.012009,1,0.14028,1,23,POINT (88411.2293999996 520219.5119000003)
63,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,TABOU,-1,DEHOULINKE,Un village,EPP DEHOULINKE,673506,520075,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,35,19,43,24,54,27,40,23,0,0,0,0,172,169,3,0,172,2.191083,45.814742,32.931864,0.0,37.719121,28.843142,33.036028,3,0.420841,1,20,POINT (7579.368099999614 521446.08630000055)
64,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,KAKO 2,Un village,EPP KAKO 2,716811,520420,Public,Ouverte,Mixte,2,-1,-1,2,2,2,2,2,67,33,90,48,85,41,65,33,64,29,59,30,430,217,0,213,217,2.764331,74.037604,56.068146,58.525039,62.609737,52.048199,56.91647,3,0.725051,1,25,POINT (50984.13509999961 521418.55480000004)
65,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,IRATEKE,Un village,EPP IRATEKE 1,693056,520462,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,50,20,40,18,44,24,68,33,71,30,78,26,351,313,11,27,324,4.127389,39.508577,57.871809,62.965195,34.290965,52.724573,32.107858,3,0.409017,1,23,POINT (27180.240799999796 521665.4367999993)
66,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,0,YOUWASSO,Un village,EPP YOUWASSO 2,725976,520464,Public,Ouverte,Mixte,2,-1,-1,1,2,1,2,1,65,39,61,26,61,17,71,44,35,18,34,14,327,198,129,0,327,4.165605,59.825276,64.894244,36.377023,55.728316,64.188187,56.407142,3,0.718562,1,20,POINT (60166.025500000454 521383.65740000084)
67,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,0,YOUWASSO,Un village,EPP YOUWASSO 1,725934,520466,Public,Ouverte,Mixte,2,-1,-1,1,2,1,2,2,63,29,49,22,48,27,66,30,40,22,42,15,308,300,8,0,308,3.923567,45.720911,60.555686,41.536582,41.897576,60.261961,42.001102,3,0.535046,1,23,POINT (60123.97030000016 521386.0228000004)
68,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,IRATEKE,Un campement,EPP IRATEKE 2,693310,520485,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,43,17,40,23,46,20,46,22,0,0,0,0,175,161,14,0,175,2.229299,45.177152,43.31249,4.812118,42.186348,44.142368,42.877215,3,0.546207,1,20,POINT (27435.015200000256 521686.2982999999)
69,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,HEKE 1,Un village,EPP HEKE-SOGB,711805,521144,Public,Ouverte,Mixte,2,-1,-1,2,2,2,2,2,72,41,78,39,80,35,80,46,44,22,70,36,424,209,131,84,340,4.33121,75.432796,70.971461,44.519725,68.064315,68.177789,66.511257,3,0.847277,1,25,POINT (45974.7751000002 522187.11810000055)
70,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,OLODIO,Un village,EPP OLODIO 2,669598,521527,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,83,42,77,38,53,21,62,31,50,21,57,21,382,370,7,5,377,4.802548,44.966321,51.044389,43.792149,37.020619,44.70687,32.42425,3,0.413048,1,23,POINT (3673.6468000002205 522935.6448999997)
71,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,OLODIO,Un village,EPP OLODIO 1,669582,521561,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,53,26,66,33,38,14,63,33,22,6,49,23,291,261,25,5,286,3.643312,32.240004,51.867686,19.268546,26.543085,45.427949,23.247575,3,0.296148,1,23,POINT (3657.898299999535 522969.8736000005)
72,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,BACO 1,Un village,EPP BACO SOGB,706109,522045,Public,Ouverte,Mixte,2,-1,-1,2,2,2,2,2,70,33,85,38,90,44,82,33,69,33,111,58,507,105,30,372,135,1.719745,84.173248,74.838808,69.147001,75.68972,74.198384,73.972937,3,0.94233,1,25,POINT (40275.128600000404 523139.1350999996)
73,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,TAKI 2,Un village,EPP TAKI 2,751184,522248,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,61,27,32,23,55,24,38,9,33,15,46,20,265,256,9,0,265,3.375796,46.663163,31.285271,28.902819,38.417624,27.400985,33.647806,3,0.428634,1,23,POINT (85427.67250000034 522952.86400000006)
74,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,YOHOUKPA,Un village,EPC YOHOUKPA,742862,522414,Privé,Ouverte,Mixte,2,0,0,1,1,1,2,1,26,16,26,12,25,12,23,12,30,16,40,22,170,140,30,0,170,2.165605,38.763024,28.818175,34.729011,45.534901,36.47763,55.316693,3,0.704671,1,20,POINT (77095.64010000043 523191.0144999996)
75,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,EPP TRAHE,Un village,EPP TRAHE,701336,522482,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,58,26,68,33,63,30,59,27,43,16,46,16,337,295,23,19,318,4.050955,58.319108,53.904308,42.863538,52.079576,53.355972,50.583451,3,0.644375,1,20,POINT (35495.91909999959 523618.3435999993)
76,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,MARIKRO,Un village,EPP DOMINGO,751545,522595,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,30,13,18,9,25,15,30,15,24,9,14,7,141,137,4,0,141,1.796178,24.541659,26.03135,22.97109,22.729857,24.420015,22.70866,3,0.289282,1,23,POINT (85792.14319999982 523297.1972000003)
77,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,KLODIO,Un campement,EPP KLODIO,667656,522942,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,27,12,20,8,21,9,20,8,15,6,20,11,123,123,0,0,123,1.566879,17.816844,16.465932,13.137645,14.668547,14.421571,12.847344,3,0.16366,1,23,POINT (1738.7087000003085 524371.2447999995)
78,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,SAN PEDRO,-1,YOHOU,Un village,EPP YOHOU 2,742390,523065,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,39,15,45,24,30,13,39,21,0,0,0,0,153,120,18,15,138,1.757962,29.808728,35.883848,4.161832,28.068799,35.842824,28.776572,3,0.36658,1,23,POINT (76628.58669999987 523847.0416000001)
79,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,YOHOU,Un village,EPP YOHOU 1,742409,523072,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,37,18,42,23,30,19,40,20,54,25,93,34,296,252,23,21,275,3.503185,30.32121,37.595446,51.58741,28.955026,38.270108,30.149798,3,0.384074,1,23,POINT (76647.67489999998 523853.8872999996)
80,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,TABOU,-1,DAPO-IBOKE,Un village,EPP DAPO-IBOKE 1,678693,523132,Public,Ouverte,Mixte,2,-1,-1,2,1,1,2,2,60,36,47,27,50,29,54,22,38,20,20,9,269,180,71,18,251,3.197452,42.421057,44.458016,33.282033,34.925112,38.938242,30.588915,3,0.389668,1,24,POINT (12806.029500000179 524466.0273000002)
81,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,TABOU,-1,DAPO-IBOKE,Un village,EPP DAPO-IBOKE 2,678435,523326,Public,Ouverte,Mixte,2,-1,-1,2,1,1,2,2,58,34,57,26,55,25,45,18,44,20,34,16,293,254,39,0,293,3.732484,46.663163,37.048347,38.537091,38.417624,32.448535,33.647806,3,0.428634,1,24,POINT (12549.06500000041 524662.7518000007)
82,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,FENESKEDOUGOU,Un campement,EPP VENISE,745577,524056,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,36,18,39,11,41,23,52,22,43,20,18,8,229,220,9,0,229,2.917197,34.785267,42.811423,37.661248,28.638592,37.496085,25.08291,3,0.319528,1,23,POINT (79828.72250000015 524811.8464000002)
83,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,HEKE-VILLAGE,Un village,EPP HEKE-VILLAGE,708510,524614,Public,Ouverte,Mixte,2,-1,-1,1,2,1,2,2,42,19,49,24,35,15,46,27,28,15,21,12,221,221,0,0,221,2.815287,33.538352,40.536548,26.344405,30.650424,38.474293,30.348316,3,0.386603,1,23,POINT (42703.27990000043 525692.5468000006)
84,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,PONT-NERO,Un village,EPP PONT-NERO 1,729126,525631,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,56,20,61,30,42,23,48,21,31,10,29,16,267,267,0,0,267,3.401274,40.630384,42.516254,31.05285,37.349011,40.820572,37.176847,3,0.47359,1,24,POINT (63366.117999999784 526532.1623)
85,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,SEH,Un village,EPP SEH,666051,525647,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,42,20,0,0,0,0,0,0,0,0,0,0,42,42,0,0,42,0.535032,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,23,POINT (152.88960000034422 527097.5083000008)
86,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,PONT- NERO,Un village,EPP PONT-NERO 2,729110,525656,Public,Ouverte,Mixte,2,-1,-1,1,2,1,2,2,55,30,64,24,50,22,54,24,27,11,26,8,276,276,0,0,276,3.515924,46.39279,49.010561,27.159306,41.534455,48.052557,40.47027,3,0.515545,1,23,POINT (63350.308799999766 526557.3432999998)
87,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,DIGBOUE,Un village,EPP DIGBOUE 1,756057,525940,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,49,27,47,25,60,35,53,26,39,20,40,20,288,288,0,0,288,3.66879,56.286326,45.52236,34.157876,50.389451,41.806905,48.538942,3,0.618331,1,23,POINT (90338.86400000006 526607.2992000002)
88,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,VILLAGE DIGBOUE,Un village,EPP DIGBOUE2,756047,526064,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,39,11,44,22,57,27,53,23,28,13,36,19,257,102,78,77,180,2.292994,57.712795,48.742453,29.595836,54.755335,48.590263,56.152222,3,0.715315,1,23,POINT (90329.93059999961 526731.5384999998)
89,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CHARBONNIER,Un campement,EPP AFRICA N°1,744839,526082,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,18,8,14,7,14,7,17,8,14,7,15,4,92,92,0,0,92,1.171975,12.774739,15.328494,13.042145,11.30527,14.89376,10.900868,2,0.138865,1,23,POINT (79107.28579999972 526847.1092000008)
90,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,DIMOULE,Un village,EPP DIMOULE,753545,526263,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,36,16,38,26,43,27,23,8,24,13,14,4,178,178,0,0,178,2.267516,38.660156,20.601387,21.020232,33.567804,19.752226,31.406357,3,0.400081,1,23,POINT (87826.53830000013 526952.5638999995)
91,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ADJAMENE,Un village,EPV ABROU BOGA,739540,526351,Privé,Ouverte,Mixte,2,0,-1,2,2,2,2,1,99,41,81,36,51,20,53,18,29,13,44,17,357,257,100,0,357,4.547771,52.750388,49.741792,32.682652,50.872184,50.778268,53.129539,3,0.676809,1,22,POINT (73802.90859999973 527162.6427999996)
92,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,PETIT NADO,Un village,EPP PETIT-NADO,743607,526517,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,21,13,45,22,26,16,46,18,20,13,26,14,184,184,0,0,184,2.343949,25.005719,42.424188,21.548634,23.195217,42.351588,23.666525,3,0.301484,1,23,POINT (77877.32060000021 527293.4572000001)
93,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,BABA,Un village,EPP BABA 1,751301,526894,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,62,33,49,26,58,32,48,20,62,24,37,13,316,315,1,0,316,4.025478,54.077002,43.959744,60.935185,48.48843,43.920882,47.242665,3,0.601817,1,24,POINT (85585.14520000014 527603.9244999997)
94,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,BABA,Un village,EPP BABA 2,751283,526896,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,63,28,54,35,70,35,61,33,66,33,67,29,381,381,0,0,381,4.853503,64.001815,55.328826,61.707354,56.550637,54.206658,54.23491,3,0.690891,1,24,POINT (85567.13910000026 527606.0840000007)
95,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,BABA,Un village,EPP BABA 3,751286,526938,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,56,23,38,14,37,21,31,13,23,6,0,0,185,185,0,0,185,2.356688,40.10377,33.294832,29.248396,40.096705,38.318768,43.571966,3,0.555057,1,24,POINT (85570.50910000037 527648.1127000004)
96,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,ADJAMENE,Un village,EPP ADJAMENE 1,739083,527128,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,60,30,68,40,60,28,63,28,59,31,69,38,379,367,12,0,379,4.828025,58.976854,58.863059,60.648686,55.091461,59.898238,56.04167,3,0.713907,1,24,POINT (73351.99419999961 527944.7951999996)
97,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ADJAMENE,Un village,EPP ADJAMENE 2,739042,527162,Public,Ouverte,Mixte,2,-1,-1,1,2,2,2,2,48,21,59,30,54,32,57,26,33,16,74,41,325,312,13,0,325,4.140127,52.348883,51.258376,34.105108,48.241766,50.013363,48.194124,3,0.613938,1,24,POINT (73311.22900000028 527979.2040999997)
98,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ADJAMENE,Un village,EPP ADJAMENE 3,739316,527281,Public,Ouverte,Mixte,2,-1,-1,1,2,1,2,2,85,36,81,41,73,41,72,25,55,22,64,32,430,430,0,0,430,5.477707,63.472189,60.94292,50.902566,53.538381,55.440288,48.474737,3,0.617513,1,23,POINT (73586.6799999997 528095.9927999992)
99,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ADJAMENE,Un village,EPV  DJIE GAGNE VICTOR,738781,527524,Privé,Ouverte,Mixte,2,0,-1,1,2,2,2,1,62,22,60,17,51,21,34,14,30,16,42,26,279,275,4,0,279,3.55414,46.088127,30.434913,28.61632,40.226617,29.466687,37.939179,3,0.483302,1,21,POINT (73052.99390000012 528344.0286999997)
100,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,DAYOKE,Un village,EPP DAYOKE,663297,527909,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,20,9,44,17,41,16,42,15,11,5,12,3,170,30,70,70,100,1.273885,34.785267,34.578457,9.634273,28.638592,30.285299,25.08291,2,0.319528,1,23,POINT (-2588.8892000000924 529389.7592999991)
101,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,GLIKE,Un village,EPP GLIKE,691359,527949,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,46,26,66,27,24,12,0,0,0,0,0,0,136,136,0,0,136,1.732484,23.180756,1.776603,3.381488,21.293081,3.818368,21.209194,3,0.270181,1,20,POINT (25544.4020999996 529184.2698999997)
102,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,KAKO,Un village,EPP KAKO 1,720066,528103,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,75,39,67,33,83,46,64,34,54,25,64,30,407,381,26,0,407,5.184713,75.287531,56.577301,50.937124,65.88934,54.01329,62.295217,3,0.79357,1,23,POINT (54311.85109999962 529087.5076000001)
103,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,KAKO,Un village,EPP KAKO-VILLAGE,720051,528173,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,50,25,57,27,54,28,50,22,43,19,58,32,312,294,18,0,312,3.974522,47.224066,42.053131,38.961821,39.983635,37.912367,36.292686,3,0.462327,1,23,POINT (54297.435899999924 529157.7662000004)
104,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,N'GORANKRO,Un campement,EPP N'GORANKRO,706258,528376,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,15,8,14,9,14,3,20,12,7,3,8,3,78,40,28,10,68,0.866242,23.921214,27.014511,17.836053,29.458737,36.004234,37.42367,1,0.476735,1,23,POINT (40479.51169999968 529481.8280999996)
105,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,HENRIKRO,Un campement,EPP HENRIKRO,726064,528568,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,14,5,22,6,23,11,30,10,14,7,29,11,132,132,0,0,132,1.681529,26.047827,27.585878,15.64329,26.427915,27.562337,28.700797,3,0.365615,1,23,POINT (60324.547399999574 529500.8660000004)
106,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,DEWAKE,Un village,EPP DEWAKE-VILLAGE,668614,528700,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,59,29,42,19,53,20,42,18,17,4,0,0,213,213,0,0,213,2.713376,44.966321,34.578457,14.889331,37.020619,30.285299,32.42425,3,0.413048,1,23,POINT (2749.4814999997616 530136.3266000003)
107,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,GRAND-GRELEON,Un village,EPP GRAND-GRELEON,731341,528925,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,66,28,54,38,57,26,56,25,46,18,44,27,323,323,0,0,323,4.11465,51.178654,48.547438,42.889922,44.417631,45.364245,41.614249,3,0.530118,1,23,POINT (65613.53149999958 529812.2778999992)
108,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,PORO-VILLAGE,Un village,EPP PORO VILLAGE,763310,529128,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,55,27,47,18,52,25,49,15,34,19,49,19,286,282,0,4,282,3.592357,45.783465,41.45191,29.778662,39.005085,37.444462,35.65612,3,0.454218,1,23,POINT (97628.1501000002 529735.7376000006)
109,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,KABLAKE,Un village,EPP KABLAKE,767729,529186,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,39,22,48,27,44,15,38,21,35,20,28,15,232,232,0,0,232,2.955414,44.249032,35.171589,34.946394,41.798121,35.349822,42.706595,3,0.544033,1,23,POINT (102052.39099999983 529755.1304000001)
110,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,GOREKE,Un quartier (Ville),EPP GOREKE,754665,530238,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,34,17,26,11,31,15,21,11,16,5,26,10,154,154,0,0,154,1.961783,33.860159,21.619698,19.345835,33.751399,24.071451,36.255289,3,0.461851,1,23,POINT (88982.68429999985 530922.7840999998)
111,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,CHEFKRO,Un campement,EPP CHEFKRO,715616,530498,Public,Ouverte,Mixte,2,-1,-1,1,2,1,2,2,12,6,9,2,15,4,15,7,14,6,10,5,75,75,0,0,75,0.955414,20.541662,17.901333,16.683748,23.104782,21.949349,27.404782,1,0.349106,1,23,POINT (49874.57320000045 531525.9592000004)
112,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,OLODIO,-1,DEWAKE,Un village,EPP DEWAKE,670906,530812,Public,Ouverte,Mixte,2,-1,-1,2,2,1,2,2,36,17,42,16,24,11,42,19,29,12,44,20,217,118,99,0,217,2.764331,20.362108,34.578457,25.399447,16.764054,30.285299,14.682679,3,0.187041,1,24,POINT (5066.112999999896 532233.7964999992)
113,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,NOEKRO,Un campement,EPP NOEKRO,747264,530866,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,19,10,25,10,24,10,18,11,15,8,13,5,114,114,0,0,114,1.452229,27.280609,20.704336,18.730106,28.050004,24.898303,31.181738,2,0.39722,1,23,POINT (81577.49390000012 531616.5668000001)
114,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,PAIKRO,Un campement,EPP PAIKRO,725320,530882,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,25,19,24,14,27,13,22,8,7,5,12,4,117,115,2,0,117,1.490446,30.594595,22.442995,13.153992,31.154288,25.012423,34.103008,2,0.434433,1,23,POINT (59599.5541000003 531825.3899000008)
115,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,BATCHA,Un village,EPP BATCHA,718907,531163,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,12,3,18,9,13,8,12,3,13,7,11,8,79,49,30,0,79,1.006369,15.641809,14.432104,15.547791,16.674362,17.851832,19.176639,1,0.244288,1,23,POINT (53177.563699999824 532163.2738000005)
116,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,BAKRO 3,Un campement,EPP BAKRO 3,707125,531838,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,47,18,43,22,34,17,26,9,28,13,31,18,209,104,70,35,174,2.216561,34.099256,26.846558,29.595836,32.426035,29.754626,33.676642,3,0.429002,1,23,POINT (41378.6799999997 532943.2852999996)
117,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,NERO-BROUSSE,Un village,EPP NERO-BROUSSE,730422,532067,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,62,30,55,19,54,27,54,26,38,19,63,31,326,326,0,0,326,4.152866,51.067679,48.788486,38.094152,46.272786,47.799383,45.525192,3,0.579939,1,23,POINT (64720.6118999999 532967.5081999991)
118,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,0,LADJIKRO,Un campement,EPP LADJIKRO,702220,532199,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,54,28,37,19,38,18,41,19,37,22,40,15,247,247,0,0,247,3.146497,36.467977,36.975253,37.088251,33.398272,36.296834,33.222057,3,0.423211,1,23,POINT (36466.683400000446 533348.2596000005)
119,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,MAGNE,Un village,EPP MAGNE,756750,532345,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,19,9,18,9,27,15,22,8,5,4,5,2,96,88,0,8,88,1.121019,26.110381,18.112525,4.379215,23.782012,15.863728,23.173845,1,0.295208,1,20,POINT (91088.77080000006 533014.0576000009)
120,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,OUSSOUKRO,Un village,EPP OUSSOUKRO,711362,532427,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,25,10,14,6,18,8,12,5,18,7,55,18,142,142,0,0,142,1.808917,21.54948,12.766539,24.609066,22.541608,15.293349,25.201835,3,0.321043,1,23,POINT (45629.34260000009 533496.1212000009)
121,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,DOULAYEKRO,Un village,EPC METHODISTE MONOGAGA/VICTORY,785987,532823,Privé,Ouverte,Mixte,2,0,0,1,1,1,2,1,30,13,16,7,28,12,25,13,23,11,24,11,146,42,104,0,146,1.859873,34.261665,29.465429,28.468052,36.690051,36.00242,42.162644,3,0.537104,1,20,POINT (120358.45330000017 533235.0651999991)
122,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,2 SAMBA,Un campement,EC 2 SAMBA,713204,533000,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,28,9,27,14,23,14,14,8,14,3,12,1,118,118,0,0,118,1.503185,30.01956,19.076714,22.146152,33.049587,25.739599,38.671012,2,0.492624,1,23,POINT (47479.987900000066 534053.9877000004)
